  36 478 479 483 484 485 488 489 490 492
 493 497 498 499 501 502 504 505 520 539
 541 542 546 547 549 550 552 553 555 556
 558 559 563 636 637 639 641
ENERGIE TOT TRONQUEE  PION                              
   0.00000        50  60.00000
      1     20    418  38025 153704 121162  48777  17713   6863   3162
   1487    740    427    277    169     81     70     48     32     17
     17     11     12     10      3      4      2      3      0      1
      3      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      3
ENERGIE TOT TRONQUEE  ELECTRON                          
   0.00000        50  60.00000
      0      4      4     28    454   1818   3787   6589   9492  11892
  13935  14498  13964  12663  10733   8797   6878   5245   3841   2655
   2007   1358    932    672    422    327    226    149    117     91
     53     42     38     20     14     20     14     10      9      5
      2      1      0      0      3      0      0      1      0      0
      0      1
