  36 478 479 483 484 485 488 489 490 492
 493 497 498 499 501 502 504 505 520 539
 541 542 546 547 549 550 552 553 555 556
 558 559 563 636 637 639 641
ENERGIE TOT.    PION 3 CHAMBRES                         
   0.00000        50  60.00000
      0      2      1     23   1413  18410  57576  78740  68886  49265
  32813  21966  15084  10668   7750   5771   4314   3347   2492   2028
   1565   1197    929    747    538    465    347    247    191    151
    116     79     62     41     36     32     23     23      9      6
      4     15      5      6      2      3      1      6      0      3
      0     36
ENERGIE TOT.   ELECTRON 3 CHAMBRES                      
   0.00000        50  60.00000
      0      0      0      0      0      3     49    150    314    591
    936   1430   2170   2991   3965   4926   5987   6930   7692   8233
   8504   8393   8375   7806   7441   6840   6152   5383   4699   4090
   3498   2911   2426   2007   1682   1364   1102    850    718    569
    462    401    276    264    217    155    127    116    102     69
     65    326
