  28 477 482 486 491 495 500 503 519 529
 530 531 532 533 534 535 536 537 540 543
 545 548 551 554 557 608 622 635 640
VRAIS. EN. TOT*NB. DE CL.2 PION                         
 -10.00000        50   0.50000
   4049   2798   5103   8304  11213  13964  15872  17488  18039  17726
  17483  16623  15368  14124  12566  10899   9580   7876   6464   5314
   4183   3307   2634   1953   1526   1151    793    557    413    274
    209    145    111     86     51     32     19     19      8      4
      3      1      1      0      0      0      0      0      0      0
      0      0
VRAIS. EN. TOT*NB. DE CL.2 ELECTRON                     
 -10.00000        50   0.50000
      0      0      0      3      5     12     17     23     32     44
     75     93    124    196    247    340    432    601    732   1008
   1258   1538   1864   2249   2866   3244   3864   4256   4854   5197
   5701   5890   5973   5889   5924   5550   4954   4090   3002   1918
   1221    686    439    339    303    348    381    423    430    395
    314   1053
