  28 477 482 486 491 495 500 503 519 529
 530 531 532 533 534 535 536 537 540 543
 545 548 551 554 557 608 622 635 640
ENERGIE TOT. TRONQUEE   3 CHAMBRES PION                 
   0.00000        50  60.00000
      0      6     81  14705  87911  69378  25452   8932   3532   1562
    839    456    256    154    106     65     44     29     20     11
     11      7      4      5      3      4      0      0      1      2
      1      1      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0
ENERGIE TOT. TRONQUEE   3 CHAMBRES ELECTRON             
   0.00000        50  60.00000
      0      1      0     26    389   1652   3589   6137   8195  10174
  10705  10448   9019   7346   5773   4134   2870   1978   1303    862
    570    341    247    154    100     73     52     35     30     11
     11      5      4      3      3      1      1      1      0      1
      0      0      0      0      0      0      0      0      0      0
      0      0
